date,restaurant_id,customers,avg_order_value,revenue,food_cost,staff_cost,rent,operating_expenses,net_profit
2023-06-10,15,345,661.32,228155.4,88970.0,55853.99,8315.7,45132.08,29883.63
2023-06-10,16,195,651.54,127050.3,40172.55,24489.27,12364.93,19230.89,30792.65
2023-06-10,17,290,655.68,190147.2,85024.68,18272.33,17010.83,22514.73,47324.62
2023-06-10,18,268,502.65,134710.2,47130.74,37681.72,9060.63,13440.22,27396.89
2023-06-10,19,397,813.8,323078.6,110416.15,19420.26,22591.53,36699.85,133950.8
2023-06-10,20,226,503.37,113761.62,39552.93,24953.71,7077.03,14102.43,28075.52
2023-06-11,1,275,567.91,156175.25,60140.42,15704.52,22959.53,16475.97,40894.81
2023-06-11,2,281,695.59,195460.79,85364.2,59502.33,11519.33,35545.2,3529.73
2023-06-11,3,350,632.43,221350.5,84276.11,35421.57,14066.03,35192.88,52393.9
2023-06-11,4,206,709.54,146165.24,59843.39,72646.43,11128.27,20904.07,-18356.92
2023-06-11,5,189,503.26,95116.14,29670.81,13299.28,9963.87,14764.82,27417.37
2023-06-11,6,242,668.95,161885.9,68956.95,35544.07,4691.93,32037.97,20654.98
2023-06-11,7,365,825.21,301201.65,115025.07,23562.3,16639.7,45717.85,100256.73
2023-06-11,8,147,539.75,79343.25,35409.97,17149.19,9709.8,11837.77,5236.52
2023-06-11,9,396,820.49,324914.04,116050.97,16871.71,32628.53,62486.71,96876.13
2023-06-11,10,159,561.67,89305.53,30290.9,39429.19,5013.57,14948.06,-376.19
2023-06-11,11,288,627.29,180659.52,73773.62,39503.39,5697.2,17854.94,43830.38
2023-06-11,12,416,693.77,288608.32,102224.32,38000.7,29181.17,40470.05,78732.08
2023-06-11,13,213,564.3,120195.9,37327.74,20526.34,5164.03,21035.27,36142.51
2023-06-11,14,365,793.11,289485.15,110199.07,65173.71,21097.03,51841.57,41173.76
2023-06-11,15,320,555.45,177744.0,64275.51,51211.69,8315.7,19346.33,34594.77
2023-06-11,16,208,542.38,112815.04,40146.16,18713.08,12364.93,16444.08,25146.78
2023-06-11,17,345,726.35,250590.75,99659.72,27708.2,17010.83,26083.53,80128.47
2023-06-11,18,216,619.29,133766.64,43720.17,21937.31,9060.63,19026.74,40021.78
2023-06-11,19,507,802.25,406740.75,169947.5,30674.38,22591.53,62408.98,121118.37
2023-06-11,20,210,599.4,125874.0,38706.3,63844.47,7077.03,16181.66,64.54
2023-06-12,1,223,647.01,144283.23,52452.52,15010.1,22959.53,23312.3,30548.77
2023-06-12,2,247,809.89,200042.83,77152.82,61234.58,11519.33,25843.45,24292.64
2023-06-12,3,290,621.81,180324.9,75229.55,36954.43,14066.03,21051.9,33022.98
2023-06-12,4,181,685.69,124109.89,44112.31,68941.15,11128.27,21874.62,-21946.45
2023-06-12,5,212,685.03,145226.36,47583.24,16010.12,9963.87,26018.17,45650.96
2023-06-12,6,210,575.16,120783.6,42286.38,35071.92,4691.93,13936.47,24796.89
2023-06-12,7,375,754.54,282952.5,113546.05,13525.81,16639.7,34242.6,104998.35
2023-06-12,8,130,550.59,71576.7,31815.26,25263.54,9709.8,10603.88,-5815.78
2023-06-12,9,411,754.31,310021.41,115046.55,18827.19,32628.53,55863.74,87655.39
2023-06-12,10,141,573.63,80881.83,25522.14,32413.05,5013.57,13465.77,4467.32
2023-06-12,11,280,569.4,159432.0,71084.64,33367.06,5697.2,29983.43,19299.67
2023-06-12,12,368,704.78,259359.04,92911.94,16978.96,29181.17,44289.95,75997.02
2023-06-12,13,224,483.6,108326.4,40209.44,37376.41,5164.03,14865.2,10711.32
2023-06-12,14,375,837.66,314122.5,100260.94,70667.23,21097.03,37334.5,84762.8
2023-06-12,15,222,706.02,156736.44,57461.66,54566.11,8315.7,17311.75,19081.22
2023-06-12,16,200,587.07,117414.0,52734.43,31646.78,12364.93,15713.11,4954.74
2023-06-12,17,262,787.36,206288.32,64242.51,43449.72,17010.83,39291.48,42293.79
2023-06-12,18,224,606.9,135945.6,45449.49,35618.52,9060.63,19398.86,26418.1
2023-06-12,19,447,656.8,293589.6,114004.17,21570.65,22591.53,51597.64,83825.61
2023-06-12,20,131,612.99,80301.69,35819.01,55958.64,7077.03,11328.61,-29881.6
2023-06-13,1,274,703.94,192879.56,66825.91,10595.77,22959.53,29965.91,62532.43
2023-06-13,2,262,700.97,183654.14,79301.4,40420.44,11519.33,32990.99,19421.97
2023-06-13,3,301,573.2,172533.2,69250.18,25924.29,14066.03,22807.32,40485.37
2023-06-13,4,179,636.53,113938.87,39967.58,33010.31,11128.27,13594.97,16237.74
2023-06-13,5,204,506.74,103374.96,45657.58,11159.67,9963.87,16904.93,19688.91
2023-06-13,6,220,664.74,146242.8,57358.84,39303.81,4691.93,29374.45,15513.78
2023-06-13,7,395,733.82,289858.9,122418.96,11867.07,16639.7,42948.32,95984.85
2023-06-13,8,135,663.4,89559.0,30130.73,15084.97,9709.8,15521.55,19111.95
2023-06-13,9,338,697.0,235586.0,71760.85,29087.42,32628.53,37331.65,64777.55
2023-06-13,10,135,520.73,70298.55,21856.97,47702.95,5013.57,11027.44,-15302.38
2023-06-13,11,256,494.59,126615.04,54067.06,36968.13,5697.2,14887.25,14995.4
2023-06-13,12,291,571.68,166358.88,58116.26,35966.27,29181.17,17010.71,26084.47
2023-06-13,13,204,670.28,136737.12,45729.22,45188.68,5164.03,20182.84,20472.34
2023-06-13,14,280,734.76,205732.8,68800.26,69239.8,21097.03,37882.43,8713.28
2023-06-13,15,199,687.17,136746.83,57184.23,52573.48,8315.7,21294.85,-2621.43
2023-06-13,16,173,575.12,99495.76,36925.42,27175.54,12364.93,20110.81,2919.05
2023-06-13,17,295,656.7,193726.5,63123.36,25983.76,17010.83,36385.84,51222.71
2023-06-13,18,214,542.8,116159.2,42296.42,37558.32,9060.63,12655.49,14588.33
2023-06-13,19,378,661.26,249956.28,77459.85,27137.7,22591.53,31542.85,91224.35
2023-06-13,20,192,612.59,117617.28,35559.87,58560.34,7077.03,22051.51,-5631.47
2023-06-14,1,275,747.47,205554.25,69094.7,19255.53,22959.53,24924.89,69319.59
2023-06-14,2,266,700.65,186372.9,74392.71,65769.61,11519.33,33813.64,877.61
2023-06-14,3,270,719.01,194132.7,70632.8,30532.22,14066.03,30108.48,48793.16
2023-06-14,4,213,692.81,147568.53,59557.18,28350.65,11128.27,29220.04,19312.39
2023-06-14,5,208,618.91,128733.28,41185.22,17121.26,9963.87,17692.58,42770.35
2023-06-14,6,205,513.01,105167.05,37494.82,16202.16,4691.93,10137.5,36640.64
2023-06-14,7,415,727.5,301912.5,124434.7,18389.45,16639.7,37348.8,105099.85
2023-06-14,8,147,697.09,102472.23,43524.69,22248.73,9709.8,17473.61,9515.39
2023-06-14,9,351,625.93,219701.43,84629.43,12270.47,32628.53,42400.43,47772.57
2023-06-14,10,146,638.29,93190.34,34945.95,43450.72,5013.57,15138.78,-5358.68
2023-06-14,11,242,615.98,149067.16,66709.17,33844.99,5697.2,22824.0,19991.8
2023-06-14,12,343,721.86,247597.98,108601.04,20536.85,29181.17,26215.42,63063.51
2023-06-14,13,234,483.58,113157.72,37851.59,51725.1,5164.03,11603.5,6813.5
2023-06-14,14,380,668.06,253862.8,92684.19,30260.33,21097.03,48228.79,61592.46
2023-06-14,15,231,631.53,145883.43,58458.55,44556.77,8315.7,26557.93,7994.48
2023-06-14,16,169,572.7,96786.3,29198.55,19732.42,12364.93,11360.63,24129.77
2023-06-14,17,325,783.12,254514.0,87378.37,50299.87,17010.83,30816.11,69008.82
2023-06-14,18,180,702.85,126513.0,50286.56,32140.5,9060.63,15055.49,19969.82
2023-06-14,19,363,573.26,208093.38,77491.51,22475.93,22591.53,35830.89,49703.51
2023-06-14,20,147,633.96,93192.12,30683.33,39212.27,7077.03,19133.9,-2914.41
2023-06-15,1,247,792.98,195866.06,81973.05,8972.6,22959.53,23534.09,58426.79
2023-06-15,2,296,564.73,167160.08,71092.37,42511.75,11519.33,20186.38,21850.25
2023-06-15,3,269,788.36,212068.84,93632.37,41273.24,14066.03,31981.79,31115.41
2023-06-15,4,171,497.89,85139.19,25791.37,62896.74,11128.27,12413.04,-27090.22
2023-06-15,5,187,640.43,119760.41,43510.43,10020.5,9963.87,12335.59,43930.02
2023-06-15,6,222,699.87,155371.14,53581.85,17855.88,4691.93,17902.56,61338.91
2023-06-15,7,300,838.07,251421.0,83904.04,16208.24,16639.7,47647.6,87021.42
2023-06-15,8,156,504.14,78645.84,30838.43,27768.3,9709.8,12514.62,-2185.31
2023-06-15,9,415,691.44,286947.6,108586.4,10330.98,32628.53,53241.38,82160.31
2023-06-15,10,122,583.18,71147.96,27195.26,38435.66,5013.57,7891.49,-7388.01
2023-06-15,11,190,616.19,117076.1,46043.05,21382.48,5697.2,19006.0,24947.38
2023-06-15,12,365,707.83,258357.95,98431.88,33414.99,29181.17,39232.25,58097.65
2023-06-15,13,189,508.4,96087.6,36452.83,43761.94,5164.03,13716.91,-3008.11
2023-06-15,14,345,580.34,200217.3,60985.23,66851.56,21097.03,30061.57,21221.9
2023-06-15,15,238,682.53,162442.14,62605.6,59458.86,8315.7,17063.96,14998.02
2023-06-15,16,146,510.36,74512.56,32896.57,21532.37,12364.93,14474.36,-6755.67
2023-06-15,17,272,660.38,179623.36,76769.32,39805.52,17010.83,27569.79,18467.89
2023-06-15,18,204,524.83,107065.32,32355.56,42014.82,9060.63,16236.8,7397.51
2023-06-15,19,311,811.25,252298.75,89637.1,15239.47,22591.53,25755.45,99075.2
2023-06-15,20,172,560.55,96414.6,33470.64,72476.63,7077.03,14040.56,-30650.26
2023-06-16,1,252,757.7,190940.4,76499.25,10862.78,22959.53,26557.78,54061.07
2023-06-16,2,248,779.54,193325.92,60798.26,55812.23,11519.33,34801.73,30394.38
2023-06-16,3,244,638.49,155791.56,60958.55,30705.14,14066.03,32021.5,18040.33
2023-06-16,4,196,522.49,102408.04,32887.01,76866.38,11128.27,12727.38,-31201.0
2023-06-16,5,226,587.83,132849.58,56019.27,24496.76,9963.87,25620.31,16749.38
2023-06-16,6,213,655.54,139630.02,47468.64,19352.38,4691.93,25114.37,43002.69
2023-06-16,7,316,642.22,202941.52,75680.14,28370.18,16639.7,27104.95,55146.55
2023-06-16,8,137,510.34,69916.58,29836.08,12020.97,9709.8,14713.32,3636.41
2023-06-16,9,326,792.54,258368.04,105038.49,10397.36,32628.53,46345.37,63958.28
2023-06-16,10,141,575.83,81192.03,35627.15,69455.12,5013.57,11747.23,-40651.05
2023-06-16,11,270,590.25,159367.5,52860.74,20571.1,5697.2,28814.78,51423.68
2023-06-16,12,383,609.74,233530.42,75767.37,33479.67,29181.17,28307.59,66794.62
2023-06-16,13,187,669.01,125104.87,37626.36,20924.94,5164.03,18094.01,43295.53
2023-06-16,14,291,788.71,229514.61,75146.58,60790.38,21097.03,39194.47,33286.15
2023-06-16,15,263,512.7,134840.1,48940.59,37137.39,8315.7,26780.2,13666.22
2023-06-16,16,177,670.76,118724.52,42262.52,34320.58,12364.93,11906.25,17870.24
2023-06-16,17,294,717.49,210942.06,85368.72,51455.68,17010.83,23147.91,33958.91
2023-06-16,18,241,713.93,172057.13,67371.16,38085.99,9060.63,33225.34,24314.01
2023-06-16,19,384,788.56,302807.04,94756.21,16438.86,22591.53,31832.28,137188.16
2023-06-16,20,167,658.53,109974.51,36743.79,65269.61,7077.03,19179.03,-18294.96
2023-06-17,1,329,719.46,236702.34,78097.91,8935.18,22959.53,25616.03,101093.68
2023-06-17,2,349,647.89,226113.61,68332.86,69870.56,11519.33,28358.38,48032.47
2023-06-17,3,325,836.63,271904.75,85104.43,28122.61,14066.03,48683.95,95927.72
2023-06-17,4,211,558.53,117849.83,40535.08,69590.05,11128.27,12519.5,-15923.06
2023-06-17,5,201,592.4,119072.4,46314.96,18839.88,9963.87,21514.29,22439.4
2023-06-17,6,261,511.56,133517.16,45204.05,46566.15,4691.93,22876.1,14178.93
2023-06-17,7,401,765.16,306829.16,136201.59,27446.69,16639.7,46940.94,79600.24
2023-06-17,8,183,593.79,108663.57,45716.5,25520.56,9709.8,10684.85,17031.86
2023-06-17,9,494,763.1,376971.4,117090.52,15671.97,32628.53,40536.09,171044.29
2023-06-17,10,151,614.76,92828.76,36353.24,34717.99,5013.57,10159.44,6584.53
2023-06-17,11,335,551.22,184658.7,82288.17,43131.23,5697.2,31769.04,21773.06
2023-06-17,12,329,706.73,232514.17,100491.77,22984.57,29181.17,42112.02,37744.64
2023-06-17,13,236,607.19,143296.84,51707.91,28010.83,5164.03,20985.92,37428.15
2023-06-17,14,383,680.19,260512.77,85725.22,53299.54,21097.03,51867.31,48523.66
2023-06-17,15,349,693.84,242150.16,106459.46,42148.71,8315.7,37174.11,48052.17
2023-06-17,16,230,556.3,127949.0,42757.71,50441.7,12364.93,24431.35,-2046.69
2023-06-17,17,389,797.95,310402.55,112019.26,21722.99,17010.83,32797.34,126852.13
2023-06-17,18,213,586.92,125013.96,45836.37,21449.87,9060.63,13588.8,35078.28
2023-06-17,19,507,733.56,371914.92,131236.09,21015.03,22591.53,51877.9,145194.37
2023-06-17,20,253,523.87,132539.11,56156.53,53828.75,7077.03,21282.02,-5805.22
2023-06-18,1,360,774.38,278776.8,88113.27,17378.72,22959.53,48473.9,101851.39
2023-06-18,2,337,746.5,251570.5,98115.83,66529.42,11519.33,25173.15,50232.77
2023-06-18,3,309,588.03,181701.27,75739.7,40947.84,14066.03,21089.0,29858.69
2023-06-18,4,205,484.58,99338.9,34697.1,41221.26,11128.27,19072.41,-6780.13
2023-06-18,5,219,492.96,107958.24,43766.76,11416.82,9963.87,12836.61,29974.18
2023-06-18,6,291,569.03,165587.73,55483.68,41979.9,4691.93,31110.45,32321.77
2023-06-18,7,416,583.28,242644.48,79240.16,10014.3,16639.7,25590.45,111159.87
2023-06-18,8,184,585.06,107651.04,37361.59,25176.71,9709.8,17366.66,18036.29
2023-06-18,9,485,576.67,279684.95,90530.19,19188.98,32628.53,51023.59,86313.67
2023-06-18,10,221,498.95,110267.95,34916.24,34349.4,5013.57,17932.37,18056.37
2023-06-18,11,248,690.84,171328.32,76239.71,38637.89,5697.2,28499.61,22253.91
2023-06-18,12,356,737.44,262528.64,103080.63,16055.69,29181.17,32177.35,82033.8
2023-06-18,13,218,598.16,130398.88,54082.64,44611.1,5164.03,23130.21,3410.89
2023-06-18,14,361,714.21,257829.81,113345.22,61824.46,21097.03,41510.25,20052.85
2023-06-18,15,289,486.73,140664.97,47065.08,53043.83,8315.7,14812.04,17428.32
2023-06-18,16,140,709.77,99367.8,39081.96,52227.27,12364.93,16850.21,-21156.58
2023-06-18,17,234,722.11,168973.74,50768.27,29434.36,17010.83,33107.59,38652.69
2023-06-18,18,213,582.82,124140.66,46673.45,33829.4,9060.63,19467.79,15109.38
2023-06-18,19,475,711.97,338185.75,133255.04,35019.67,22591.53,66621.25,80698.25
2023-06-18,20,260,560.83,145815.8,57204.42,69117.89,7077.03,28735.72,-16319.26
2023-06-19,1,307,772.79,237246.53,79844.05,15186.33,22959.53,36983.01,82273.61
2023-06-19,2,280,661.18,185130.4,57501.36,25436.58,11519.33,38022.32,52650.81
2023-06-19,3,213,721.73,153728.49,60971.61,25001.65,14066.03,22373.32,31315.88
2023-06-19,4,225,677.82,152509.5,47097.75,55070.44,11128.27,26469.88,12743.16
2023-06-19,5,237,490.58,116267.46,47009.0,12763.33,9963.87,16566.54,29964.73
2023-06-19,6,207,643.25,133152.75,54259.54,46561.75,4691.93,22166.34,5473.19
2023-06-19,7,266,640.91,170482.06,66003.49,31189.96,16639.7,22272.57,34376.34
2023-06-19,8,129,480.67,62006.43,23166.62,16769.04,9709.8,12281.27,79.71
2023-06-19,9,407,651.87,265311.09,88267.65,23923.43,32628.53,48834.64,71656.84
2023-06-19,10,154,531.0,81774.0,29186.98,36428.67,5013.57,15363.46,-4218.66
2023-06-19,11,279,505.38,141001.02,53662.99,22234.66,5697.2,14971.09,44435.08
2023-06-19,12,354,825.17,292110.18,118412.26,19931.9,29181.17,52001.0,72583.85
2023-06-19,13,216,685.44,148055.04,45965.4,45883.31,5164.03,14857.32,36184.98
2023-06-19,14,365,810.61,295872.65,107479.65,60148.11,21097.03,38993.2,68154.66
2023-06-19,15,164,609.84,100013.76,43708.88,42459.22,8315.7,13118.89,-7588.93
2023-06-19,16,171,696.68,119132.28,37319.13,31061.34,12364.93,14079.58,24307.29
2023-06-19,17,309,819.71,253290.39,86685.72,41539.07,17010.83,48979.09,59075.68
2023-06-19,18,216,589.57,127347.12,52611.62,42549.99,9060.63,21220.6,1904.27
2023-06-19,19,441,686.32,302667.12,129717.52,33758.06,22591.53,34494.31,82105.69
2023-06-19,20,174,622.46,108308.04,39372.64,31931.0,7077.03,12564.34,17363.02
2023-06-20,1,256,627.28,160583.68,64338.73,24508.93,22959.53,27955.44,20821.05
2023-06-20,2,208,599.61,124718.88,44338.38,48272.71,11519.33,15114.29,5474.16
2023-06-20,3,247,689.74,170365.78,51740.02,30811.24,14066.03,16928.74,56819.74
2023-06-20,4,169,501.8,84804.2,29820.37,33915.65,11128.27,15228.01,-5288.09
2023-06-20,5,196,523.42,102590.32,37416.47,25886.31,9963.87,9969.6,19354.07
2023-06-20,6,217,654.13,141946.21,46223.01,26634.86,4691.93,25683.47,38712.93
2023-06-20,7,313,706.23,221049.99,96483.71,25901.37,16639.7,35170.88,46854.34
2023-06-20,8,124,584.1,72428.4,30124.45,19313.18,9709.8,8952.77,4328.21
2023-06-20,9,300,714.07,214221.0,66886.86,22947.91,32628.53,26644.94,65112.76
2023-06-20,10,142,645.66,91683.72,33974.94,59470.86,5013.57,9488.39,-16264.04
2023-06-20,11,299,490.67,146710.33,45121.0,50402.47,5697.2,21488.23,24001.44
2023-06-20,12,322,709.79,228552.38,96276.4,34927.84,29181.17,28347.9,39819.07
2023-06-20,13,217,570.11,123713.87,54606.15,37078.03,5164.03,18972.63,7893.02
2023-06-20,14,283,785.04,222166.32,75851.28,75283.49,21097.03,29113.52,20821.0
2023-06-20,15,249,503.03,125254.47,47231.84,27397.34,8315.7,21533.78,20775.81
2023-06-20,16,181,492.95,89223.95,34144.22,39218.2,12364.93,12959.91,-9463.32
2023-06-20,17,251,794.83,199502.33,66692.78,40957.8,17010.83,23161.32,51679.6
2023-06-20,18,229,546.58,125166.82,46698.64,21510.33,9060.63,13986.35,33910.88
2023-06-20,19,418,769.81,321780.58,121869.6,14482.46,22591.53,43969.35,118867.64
2023-06-20,20,169,566.38,95718.22,37365.19,33409.2,7077.03,9411.52,8455.28
2023-06-21,1,265,735.64,194944.6,58864.86,8995.45,22959.53,22981.47,81143.28
2023-06-21,2,322,822.39,264809.58,107084.17,33341.37,11519.33,29104.39,83760.32
2023-06-21,3,337,699.45,235714.65,100785.21,17064.3,14066.03,44652.73,59146.37
2023-06-21,4,187,652.28,121976.36,37350.91,67726.54,11128.27,14267.41,-8496.76
2023-06-21,5,255,560.51,142930.05,43887.42,12980.2,9963.87,16115.73,59982.83
2023-06-21,6,184,677.97,124746.48,43868.99,41170.56,4691.93,14599.04,20415.96
2023-06-21,7,343,687.94,235963.42,83384.48,29868.05,16639.7,24134.73,81936.46
2023-06-21,8,145,511.68,74193.6,23048.66,9628.84,9709.8,10314.1,21492.2
2023-06-21,9,380,676.4,257032.0,111171.24,25087.33,32628.53,44489.91,43654.99
2023-06-21,10,133,570.75,75909.75,29697.24,67510.83,5013.57,9697.37,-36009.26
2023-06-21,11,228,607.41,138489.48,44025.77,43183.01,5697.2,19346.91,26236.59
2023-06-21,12,421,767.72,323210.12,136774.99,17207.07,29181.17,45089.21,94957.69
2023-06-21,13,202,616.2,124472.4,52305.64,25316.43,5164.03,14953.09,26733.21
2023-06-21,14,369,700.3,258410.7,91744.55,53790.07,21097.03,34559.44,57219.61
2023-06-21,15,240,681.94,163665.6,71376.48,40262.2,8315.7,27370.57,16340.65
2023-06-21,16,180,571.96,102952.8,41702.47,50761.59,12364.93,11827.87,-13704.06
2023-06-21,17,245,670.24,164208.8,58171.06,27783.88,17010.83,20677.48,40565.54
2023-06-21,18,191,541.14,103357.74,41178.14,26268.61,9060.63,13896.71,12953.65
2023-06-21,19,404,751.76,303711.04,118659.56,16506.49,22591.53,36462.61,109490.85
2023-06-21,20,174,482.05,83876.7,33306.05,42682.35,7077.03,10565.13,-9753.87
2023-06-22,1,289,607.3,175509.7,56198.81,24504.51,22959.53,19568.43,52278.42
2023-06-22,2,252,601.12,151482.24,50362.74,42841.32,11519.33,17041.26,29717.58
2023-06-22,3,276,656.19,181108.44,72114.1,33732.51,14066.03,22123.51,39072.28
2023-06-22,4,158,643.0,101594.0,43433.73,59992.77,11128.27,21666.79,-34627.56
2023-06-22,5,190,598.32,113680.8,50923.24,25756.8,9963.87,18293.37,8743.52
2023-06-22,6,229,703.27,161048.83,51878.31,22923.37,4691.93,24644.73,56910.49
2023-06-22,7,299,583.7,174526.3,68085.81,25019.36,16639.7,22504.19,42277.24
2023-06-22,8,134,561.32,75216.88,25266.35,11868.55,9709.8,14246.54,14125.63
2023-06-22,9,347,825.23,286354.81,127747.53,14106.5,32628.53,37979.91,73892.33
2023-06-22,10,142,607.59,86277.78,28794.08,36718.09,5013.57,8898.73,6853.31
2023-06-22,11,273,674.14,184040.22,61861.96,18574.21,5697.2,33816.33,64090.51
2023-06-22,12,367,708.12,259880.04,93777.76,27337.45,29181.17,44201.16,65382.51
2023-06-22,13,195,592.06,115451.7,47238.75,52771.3,5164.03,18340.93,-8063.31
2023-06-22,14,294,652.63,191873.22,70615.05,55366.28,21097.03,36000.34,8794.52
2023-06-22,15,231,544.38,125751.78,52289.26,59665.46,8315.7,19679.0,-14197.65
2023-06-22,16,136,566.52,77046.72,25886.88,30259.69,12364.93,12682.05,-4146.84
2023-06-22,17,264,670.05,176893.2,77776.22,38470.4,17010.83,27746.7,15889.04
2023-06-22,18,244,495.26,120843.44,40034.62,21557.14,9060.63,11753.96,38437.09
2023-06-22,19,341,663.58,226280.78,86059.78,34978.64,22591.53,38147.38,44503.45
2023-06-22,20,211,704.84,148721.24,65074.43,39059.27,7077.03,16142.49,21368.02
2023-06-23,1,291,772.92,224919.72,87581.87,14256.77,22959.53,43002.49,57119.06
2023-06-23,2,283,671.18,189943.94,81036.91,31495.33,11519.33,34487.95,31404.42
2023-06-23,3,216,686.9,148370.4,66340.21,17343.46,14066.03,18974.67,31646.04
2023-06-23,4,186,716.95,133352.7,45320.48,46164.33,11128.27,24647.68,6091.94
2023-06-23,5,202,719.45,145328.9,64387.76,20262.19,9963.87,21938.48,28776.6
2023-06-23,6,191,695.34,132809.94,58588.28,41947.07,4691.93,18131.7,9450.95
2023-06-23,7,350,646.5,226275.0,92265.7,11228.4,16639.7,35437.93,70703.27
2023-06-23,8,157,664.88,104386.16,34854.62,28547.85,9709.8,18024.47,13249.41
2023-06-23,9,283,752.15,212858.45,67752.27,30683.23,32628.53,38321.92,43472.5
2023-06-23,10,136,514.1,69917.6,22236.39,42242.5,5013.57,9529.01,-9103.86
2023-06-23,11,238,703.81,167506.78,57308.71,21281.91,5697.2,23791.72,59427.24
2023-06-23,12,398,638.22,254011.56,110352.57,29287.2,29181.17,49370.93,35819.68
2023-06-23,13,166,542.34,90028.44,38408.04,42543.74,5164.03,16196.33,-12283.71
2023-06-23,14,271,699.22,189488.62,75117.53,32864.77,21097.03,32127.83,28281.46
2023-06-23,15,244,486.08,118603.52,44992.9,55051.84,8315.7,22944.39,-12701.31
2023-06-23,16,150,533.42,80013.0,29341.28,33275.43,12364.93,13791.66,-8760.3
2023-06-23,17,242,650.7,157469.4,51688.55,33827.79,17010.83,16833.88,38108.35
2023-06-23,18,198,634.97,125724.06,38596.81,35720.3,9060.63,19622.15,22724.17
2023-06-23,19,386,787.83,304102.38,133763.8,13280.63,22591.53,60424.0,74042.42
2023-06-23,20,227,635.78,144322.06,57547.38,25675.69,7077.03,14894.75,39127.21
2023-06-24,1,378,799.77,302313.06,98773.9,10680.43,22959.53,39810.58,130088.61
2023-06-24,2,342,745.52,254967.84,112645.93,28435.8,11519.33,25829.53,76537.25
2023-06-24,3,331,830.94,275041.14,111073.98,16953.59,14066.03,53303.38,79644.16
2023-06-24,4,210,606.98,127465.8,50238.35,29776.45,11128.27,25332.23,10990.5
2023-06-24,5,243,527.63,128214.09,42274.41,19744.63,9963.87,18148.95,38082.23
2023-06-24,6,223,666.14,148549.22,48486.69,38787.91,4691.93,23730.19,32852.49
2023-06-24,7,489,763.35,373278.15,159909.29,27250.05,16639.7,51331.5,118147.61
2023-06-24,8,197,711.93,140250.21,49485.51,27180.57,9709.8,23295.78,30578.55
2023-06-24,9,463,625.7,289699.1,94252.56,24078.61,32628.53,52303.83,86435.58
2023-06-24,10,197,647.83,127622.51,41925.99,50140.24,5013.57,18569.12,11973.59
2023-06-24,11,158,593.68,93801.44,37898.02,46988.33,5697.2,18490.08,-15272.2
2023-06-24,12,411,623.14,256110.54,85539.79,29085.11,29181.17,37931.2,74373.27
2023-06-24,13,212,592.69,125650.28,39422.24,19384.76,5164.03,24275.03,37404.22
2023-06-24,14,343,612.48,210080.64,82156.27,66057.33,21097.03,25636.79,15133.22
2023-06-24,15,303,518.01,156957.03,67182.48,36769.85,8315.7,17186.45,27502.55
2023-06-24,16,220,517.43,113834.6,35854.09,40309.56,12364.93,23184.57,2121.45
2023-06-24,17,372,622.23,231469.56,102867.82,41518.27,17010.83,38852.23,31220.41
2023-06-24,18,248,501.51,124374.48,53338.56,32875.81,9060.63,22609.61,6489.88
2023-06-24,19,494,758.09,374496.46,127074.42,33727.92,22591.53,66108.66,124993.92
2023-06-24,20,215,557.83,119933.45,49540.04,30059.24,7077.03,14908.55,18348.58
2023-06-25,1,367,620.67,227785.89,91940.71,11134.05,22959.53,42692.59,59059.01
2023-06-25,2,349,702.34,245116.66,96872.82,59841.88,11519.33,31436.25,45446.38
2023-06-25,3,348,656.91,228604.68,102542.56,38503.22,14066.03,36578.11,36914.76
2023-06-25,4,259,639.6,165656.4,66726.27,72312.78,11128.27,20878.35,-5389.26
2023-06-25,5,277,577.21,159887.17,57008.42,23385.97,9963.87,27312.33,42216.58
2023-06-25,6,256,530.66,135848.96,54124.05,44707.2,4691.93,16907.93,15417.84
2023-06-25,7,446,781.3,348459.8,129563.72,27572.24,16639.7,37901.21,136782.93
2023-06-25,8,168,607.58,102073.44,34779.83,22954.1,9709.8,15631.9,18997.82
2023-06-25,9,447,626.17,279897.99,104355.77,16935.62,32628.53,51116.74,74861.33
2023-06-25,10,193,665.32,128406.76,51103.34,39963.22,5013.57,13069.89,19256.73
2023-06-25,11,360,532.74,191786.4,68622.14,29811.69,5697.2,18652.7,69002.67
2023-06-25,12,399,745.91,297618.09,99519.26,42329.67,29181.17,43887.46,82700.53
2023-06-25,13,270,495.18,133698.6,54759.56,47944.04,5164.03,14371.41,11459.56
2023-06-25,14,412,719.23,296322.76,124423.65,73972.32,21097.03,48053.08,28776.68
2023-06-25,15,269,582.75,156759.75,63966.91,23168.92,8315.7,24874.63,36433.59
2023-06-25,16,179,562.13,100621.27,36650.27,17286.59,12364.93,18921.69,15397.79
2023-06-25,17,357,761.85,271980.45,105763.34,24422.4,17010.83,34947.4,89836.48
2023-06-25,18,307,565.86,173719.02,56932.83,27330.04,9060.63,18605.01,61790.51
2023-06-25,19,387,631.01,244200.87,89179.6,15729.59,22591.53,23851.79,92848.36
2023-06-25,20,166,636.49,105657.34,33220.16,60753.49,7077.03,10732.0,-6125.35
2023-06-26,1,305,823.42,251143.1,96874.95,22118.13,22959.53,35499.48,73691.02
2023-06-26,2,284,672.99,191129.16,72590.29,54539.68,11519.33,25350.11,27129.75
2023-06-26,3,292,706.5,206298.0,68561.68,18172.56,14066.03,30194.63,75303.1
